"","Brew_ID","Name","City","State"
"494",494,"Broken Tooth Brewing Company","Anchorage"," AK"
"495",495,"Seven Brides Brewery","Silverton"," OR"
"496",496,"Newburyport Brewing Company","Newburyport"," MA"
"497",497,"Dry Dock Brewing Company","Aurora"," CO"
"498",498,"Cans Bar and Canteen","Charlotte"," NC"
"499",499,"Sprecher Brewing Company","Glendale"," WI"
"500",500,"Wildwood Brewing Company","Stevensville"," MT"
"501",501,"High Noon Saloon And Brewery","Leavenworth"," KS"
"502",502,"Woodchuck Hard Cider","Middlebury"," VT"
"503",503,"Sea Dog Brewing Company","Portland"," ME"
"504",504,"Oskar Blues Brewery","Lyons"," CO"
"505",505,"Carolina Beer & Beverage","Mooresville"," NC"
"506",506,"Krebs Brewing Company (Pete's Pl...","Krebs"," OK"
"507",507,"Warbird Brewing Company","Fort Wayne"," IN"
"508",508,"Mudshark Brewing Company","Lake Havasu City"," AZ"
"509",509,"Spilker Ales","Cortland"," NE"
"510",510,"Wingman Brewers","Tacoma"," WA"
"511",511,"Kettle House Brewing Company","Missoula"," MT"
"512",512,"Sherwood Forest Brewers","Marlborough"," MA"
"513",513,"Cottrell Brewing","Pawcatuck"," CT"
"514",514,"Arctic Craft Brewery","Colorado Springs"," CO"
"515",515,"Monkey Paw Pub & Brewery","San Diego"," CA"
"516",516,"Crabtree Brewing Company","Greeley"," CO"
"517",517,"Emerald City Beer Company","Seattle"," WA"
"518",518,"Butcher's Brewing","Carlsbad"," CA"
"519",519,"New South Brewing Company","Myrtle Beach"," SC"
"520",520,"Big River Brewing Company","Chattanooga"," TN"
"521",521,"Twisted Pine Brewing Company","Boulder"," CO"
"522",522,"Flying Dog Brewery","Frederick"," MD"
"523",523,"Uncommon Brewers","Santa Cruz"," CA"
"524",524,"Aspen Brewing Company","Aspen"," CO"
"525",525,"Triangle Brewing Company","Durham"," NC"
"526",526,"Bomb Beer Company","New York"," NY"
"527",527,"Churchkey Can Company","Seattle"," WA"
"528",528,"Intuition Ale Works","Jacksonville"," FL"
"529",529,"Asheville Brewing Company","Asheville"," NC"
"530",530,"Northwoods Brewpub","Eau Claire"," WI"
"531",531,"Buckbean Brewing Company","Reno"," NV"
"532",532,"Dolores River Brewery","Dolores"," CO"
"533",533,"Flat Rock Brewing Company","Smithton"," PA"
"534",534,"Abita Brewing Company","Abita Springs"," LA"
"535",535,"Mammoth Brewing Company","Mammoth Lakes"," CA"
"536",536,"Harvest Moon Brewing Company","Belt"," MT"
"537",537,"Grand Canyon Brewing Company","Williams"," AZ"
"538",538,"Lewis and Clark Brewing Company","Helena"," MT"
"539",539,"Dundee Brewing Company","Rochester"," NY"
"540",540,"Twin Lakes Brewing Company","Greenville"," DE"
"541",541,"Mother Earth Brewing Company","Kinston"," NC"
"542",542,"Arcadia Brewing Company","Battle Creek"," MI"
"543",543,"Angry Minnow Brewing Company","Hayward"," WI"
"544",544,"Great Northern Brewing Company","Whitefish"," MT"
"545",545,"Pyramid Breweries","Seattle"," WA"
"546",546,"Lancaster Brewing Company","Lancaster"," PA"
"547",547,"Upstate Brewing Company","Elmira"," NY"
"548",548,"Moat Mountain Smoke House & Brew...","North Conway"," NH"
"549",549,"Prescott Brewing Company","Prescott"," AZ"
"550",550,"Mogollon Brewing Company","Flagstaff"," AZ"
"551",551,"Wind River Brewing Company","Pinedale"," WY"
"552",552,"Silverton Brewery","Silverton"," CO"
"553",553,"Mickey Finn's Brewery","Libertyville"," IL"
"554",554,"Covington Brewhouse","Covington"," LA"
"555",555,"Dave's Brewfarm","Wilson"," WI"
"556",556,"Ukiah Brewing Company","Ukiah"," CA"
"557",557,"Butternuts Beer and Ale","Garrattsville"," NY"
"558",558,"Sleeping Lady Brewing Company","Anchorage"," AK"
